white,black
whitish,burnish
pale,distinct
ivory,ebony
milky,tawny
creamy,silky
snowy,flawless
pearly,silky
chalky,velvety
colorless,colorful
colourless,colourful
blond,black
blonde,black
flaxen,caramel
golden,bronzed
sallow,dusky
